X1,X2
57.56581053428835,4458675.563305837
38.98019579555437,1996860.9606797844
47.248366911419666,3803824.256568765
50.91082320655941,3435007.722968708
67.74165924498162,4431304.627967422
67.74334419574403,4033624.194639004
78.16101523591138,5185875.045899241
43.012530949632215,3455774.605301427
50.84379766032937,4394154.324957983
47.91970036380437,3775537.5545340623
88.72835562100481,7302094.113004021
37.462211262373756,4653684.961381629
44.197810406648856,2834253.962202305
64.32599589256255,4338126.338802974
66.06048718497462,3472200.944801185
65.96465307551303,5570107.520176824
60.14031106194254,5249339.225747568
52.958112503851076,3013350.950429933
55.699794386592366,4393098.283470382
60.66465597453319,5220182.555801412
50.55120742468,3719615.1353267003
68.95557681069356,5504811.522809859
60.62717739524949,4383768.827260641
57.84654719490347,3075774.3897558516
54.96044261917022,4686708.897198608
45.69558735093573,4258775.643776862
65.01768684325907,5138838.930932172
53.25689759972289,2964385.022411466
51.08136898121271,2974752.288953747
80.45682265178749,4727635.1431287
50.6685264128981,4162778.736847502
66.76853892275152,5688509.342515728
76.99131131331292,5728980.787177065
39.10197136118635,3489566.463252652
37.84900227885806,1955317.2875365643
44.97812635105603,3265158.3265165696
60.12559756309018,3112894.984043275
72.75190621494386,4475208.835451463
48.578489459144855,4103433.1006928566
55.445705625588715,3689523.7872361625
70.39050483229026,5894840.914809626
53.804595277156416,4196689.672354545
83.52586620913723,8034348.361889
41.243550750876125,2962060.896682886
62.05781850194177,3218923.0813906845
49.17263264267204,3414460.5601111962
59.84712565565592,3418886.2950430135
53.09095177434713,4498110.624854758
52.34174420787003,3697506.1461269204
65.87732197609728,4501595.084648556
37.492942510629625,2525200.064638746
45.997180498519704,3812075.2892545704
39.685628005253434,2416024.1744920053
41.88113797535642,3553319.494197835
50.931526553134375,4401663.79339646
40.641280852410205,2571176.2895844094
73.78867407823346,4424369.8901071595
65.22642541712169,4155477.5250900206
80.73002903772304,6219189.424931776
59.325926723827585,4226797.967908809
57.0901177682869,4500368.194660889
61.50241081827525,5715518.73512185
44.320998422753505,3287232.8679488515
58.18195797804565,3425587.545350907
61.09260257207093,5122420.9871348655
52.453801071228746,3712854.7625697204
68.84545062867332,5517139.270135495
45.17275379392389,4015051.600852863
75.57788761285252,4523245.655758253
35.33475331976566,3579036.415721151
46.08306772905605,3949912.3089991705
65.07154644373266,4071884.753073663
101.96226522777835,7380917.861841166
44.753325513409564,3338498.7787227547
47.953496731962616,3375890.222810053
47.3328911211876,4010833.5695330463
46.11196579398357,4377722.668245671
75.64868909018247,5301253.334505279
58.12172474563295,5133225.794571975
70.94351305009133,5756608.001909682
43.12604543105657,3204660.1067150836
50.23984142109677,3657733.637118631
59.11754035134316,3216175.5272660092
77.2314253246742,4205585.058161455
59.87549515717731,4323302.899489882
59.33146461920886,3468459.3890811256
47.31595717867751,3280408.08887573
49.852203994320504,3061924.0861223843
42.19642669023144,1522952.6643318038
54.47747334848256,4099266.767943086
70.60640249941032,4610822.73064681
47.77555617594139,3408447.902348549
46.42050940936974,2534939.4397525033
51.937212937271944,3367751.107693249
46.12094858462029,4476770.513829723
53.84465063428472,3871966.344456795
53.015391886422385,4150738.508099701
55.83729357880108,2891913.1050152434
86.59407102595023,7972813.737730485
71.7008917836304,6493793.431510555
84.4409398629061,7001614.183164791
49.8833870701673,4154849.876995611
59.74458366819418,4194235.479381484
53.41874755995851,4092971.542690481
41.32367918408298,3731073.33808177
62.49183501994584,3871572.653415643
56.381250944878744,3591088.570766166
46.572978187473524,1924802.5858507212
63.47823325376071,3826021.065557846
75.2442601122604,6596139.592344752
60.72534380763328,3983376.393614035
67.38360749354698,4462574.999339822
40.23574145527783,3070715.527819143
44.986872320197016,1859299.2166741723
49.965118999797106,4253863.682055851
42.81419149539119,4010118.8889756836
45.12666810770833,3460703.7799079106
65.7747677307456,5925314.530335784
41.97633725324151,1876878.1948181884
52.547633521736216,5153306.984723012
45.00833101031483,2565990.048138316
41.827596681555654,1903995.9810983916
59.60423627376982,3982382.970198552
71.49073244686048,6501955.815658078
63.521374236523286,4430942.483836991
55.8508646677302,3163487.201492249
44.6712150226715,2091031.0720031168
43.21283963359497,2940803.9705545167
99.65220938469106,5379685.399682255
53.35645955011926,2694797.8952335967
56.15680117625054,5165430.203824805
63.816358756291116,5525756.158661367
70.58225078668433,4838027.837836136
58.869538477924095,3748335.8764510495
39.48087668564742,2810468.4898407944
59.40624913824686,6036834.982437538
53.12722577677571,4042886.2113907197
48.06007665051919,4091995.905504197
57.941295189561586,3893924.6426040702
37.280513624735875,2658353.2394252396
38.11544001687197,3185810.958610673
62.376630162933395,4467239.97366456
53.74461798508964,2244221.6729653487
60.27416557038809,5243624.199269137
60.928797221270585,3772908.8632718767
82.81164139207186,7485869.010738032
50.613520609171076,4092425.2528547524
53.587919935510726,3807932.3279975476
79.40276992035686,5909655.606507728
61.189397353661725,4196459.5039055105
41.29183337163822,2501282.123172787
62.95136235932864,4572673.97418158
68.54502093646933,5506143.839302185
53.97092095606956,3406340.668008895
35.54485065192154,1990349.8137094849
